LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
1807689202022020070323573310178820,1,,,6,Cavity wall insulation,"£500 - £1,500"
1807689202022020070323573310178820,2,,,57,Suspended floor insulation,"£800 - £1,200"
1807689202022020070323573310178820,3,,,35,Low energy lighting for all fixed outlets,£60
1807689202022020070323573310178820,4,,,19,Solar water heating,"£4,000 - £6,000"
1807689202022020070323573310178820,5,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1807689202022020070323573310178820,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1812073782222020072214165921628490,1,,,19,Solar water heating,"£4,000 - £6,000"
1812073782222020072214165921628490,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1812073782222020072214165921628490,3,,,44,Wind turbine,"£15,000 - £25,000"
1810265092002020071414513378009548,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1810265092002020071414513378009548,2,,,57,Suspended floor insulation,"£800 - £1,200"
1810265092002020071414513378009548,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1810265092002020071414513378009548,4,,,19,Solar water heating,"£4,000 - £6,000"
1810265092002020071414513378009548,5,,,56,Replacement glazing units,"£1,000 - £1,400"
1810265092002020071414513378009548,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1803796982922020061609420290268580,1,,,45,Flat roof insulation,"£850 - £1,500"
1806744572502020063015420573007008,1,,,6,Cavity wall insulation,"£500 - £1,500"
1806744572502020063015420573007008,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1806744572502020063015420573007008,3,,,35,Low energy lighting for all fixed outlets,£15
1806744572502020063015420573007008,4,,,61,High heat retention storage heaters and dual immersion cylinder,"£1,200 - £1,800"
1799132462262020052210164230228410,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1799132462262020052210164230228410,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1799132462262020052210164230228410,3,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1799132462262020052210164230228410,4,,,35,Low energy lighting for all fixed outlets,£30
1799132462262020052210164230228410,5,,,4,Hot water cylinder thermostat,£200 - £400
1799132462262020052210164230228410,6,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1799132462262020052210164230228410,7,,,19,Solar water heating,"£4,000 - £6,000"
1799132462262020052210164230228410,8,,,56,Replacement glazing units,"£1,000 - £1,400"
1799132462262020052210164230228410,9,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1819243412922020082013380651318850,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1819243412922020082013380651318850,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1819243412922020082013380651318850,3,,,57,Suspended floor insulation,"£800 - £1,200"
1819243412922020082013380651318850,4,,,58,Solid floor insulation,"£4,000 - £6,000"
1819243412922020082013380651318850,5,,,19,Solar water heating,"£4,000 - £6,000"
1819243412922020082013380651318850,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1587160559022017110316224774128193,1,,,6,Cavity wall insulation,"£500 - £1,500"
1587160559022017110316224774128193,2,,,57,Suspended floor insulation,"£800 - £1,200"
1587160559022017110316224774128193,3,,,35,Low energy lighting for all fixed outlets,£45
1587160559022017110316224774128193,4,,,14,Upgrade heating controls,£350 - £450
1587160559022017110316224774128193,5,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1587160559022017110316224774128193,6,,,19,Solar water heating,"£4,000 - £6,000"
1587160559022017110316224774128193,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£5,000 - £8,000"
1819882628032020082117053673278806,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1819882628032020082117053673278806,2,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1819882628032020082117053673278806,3,,,19,Solar water heating,"£4,000 - £6,000"
1819882628032020082117053673278806,4,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1819882628032020082117053673278806,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1801970636032020060913405027078602,1,,,57,Suspended floor insulation,"£800 - £1,200"
1801970636032020060913405027078602,2,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1801970636032020060913405027078602,3,,,10,Draughtproof single-glazed windows,£80 - £120
1801970636032020060913405027078602,4,,,4,Hot water cylinder thermostat,£200 - £400
1801970636032020060913405027078602,5,,,11,Upgrade heating controls,£350 - £450
1801970636032020060913405027078602,6,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1801970636032020060913405027078602,7,,,19,Solar water heating,"£4,000 - £6,000"
1801970636032020060913405027078602,8,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1801970636032020060913405027078602,9,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1826919792922020091816171012288320,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1826919792922020091816171012288320,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1826919792922020091816171012288320,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1826919792922020091816171012288320,4,,,19,Solar water heating,"£4,000 - £6,000"
1826919792922020091816171012288320,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1810233675152020071409595229900579,1,,,35,Low energy lighting for all fixed outlets,£80
1810233675152020071409595229900579,2,,,19,Solar water heating,"£4,000 - £6,000"
1810233675152020071409595229900579,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1810370892542020071513562572009858,1,,,19,Solar water heating,"£4,000 - £6,000"
1810370892542020071513562572009858,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1825756782962020091411450302848290,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1825756782962020091411450302848290,2,,,29,Change heating to gas condensing boiler,"£3,000 - £7,000"
1826796112142020091719082277209438,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1826796112142020091719082277209438,2,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1826796112142020091719082277209438,3,,,35,Low energy lighting for all fixed outlets,£10
1826796112142020091719082277209438,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1826796112142020091719082277209438,5,,,19,Solar water heating,"£4,000 - £6,000"
1826796112142020091719082277209438,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1809677732312020071207082629900470,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1809677732312020071207082629900470,2,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1809677732312020071207082629900470,3,,,35,Low energy lighting for all fixed outlets,£40
1809677732312020071207082629900470,4,,,14,Upgrade heating controls,£350 - £450
1809677732312020071207082629900470,5,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1809677732312020071207082629900470,6,,,19,Solar water heating,"£4,000 - £6,000"
1809677732312020071207082629900470,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1806789822222020063011361500618720,1,,,6,Cavity wall insulation,"£500 - £1,500"
1806789822222020063011361500618720,2,,,63,Party wall insulation,£300 - £600
1806789822222020063011361500618720,3,,,58,Solid floor insulation,"£4,000 - £6,000"
1806789822222020063011361500618720,4,,,62,High heat retention storage heaters,"£1,600 - £2,400"
1806789822222020063011361500618720,5,,,19,Solar water heating,"£4,000 - £6,000"
1806789822222020063011361500618720,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1813805683032020072814535801278205,1,,,61,High heat retention storage heaters and dual immersion cylinder,"£1,600 - £2,400"
1817491542442020081309011370109128,1,,,57,Suspended floor insulation,"£800 - £1,200"
1817491542442020081309011370109128,2,,,35,Low energy lighting for all fixed outlets,£15
1817491542442020081309011370109128,3,,,13,Upgrading heating controls,£350 - £450
1817491542442020081309011370109128,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1817491542442020081309011370109128,5,,,19,Solar water heating,"£4,000 - £6,000"
1817491542442020081309011370109128,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
10838252802020050611061442700968,1,,,19,Solar water heating,"£4,000 - £6,000"
10838252802020050611061442700968,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1821960982702020082911315674102218,1,,,6,Cavity wall insulation,"£500 - £1,500"
1821960982702020082911315674102218,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1821960982702020082911315674102218,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1813704922102020082413494374102778,1,,,45,Flat roof insulation,"£850 - £1,500"
1813704922102020082413494374102778,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1813704922102020082413494374102778,3,,,62,High heat retention storage heaters,"£800 - £1,200"
1797156741252020042609164120200077,1,,,6,Cavity wall insulation,"£500 - £1,500"
1797156741252020042609164120200077,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1797156741252020042609164120200077,3,,,13,Upgrading heating controls,£350 - £450
1797156741252020042609164120200077,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1797156741252020042609164120200077,5,,,19,Solar water heating,"£4,000 - £6,000"
1797156741252020042609164120200077,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1802679892212020061509510224900577,1,,,19,Solar water heating,"£4,000 - £6,000"
1823086822022020090416252411348210,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1823086822022020090416252411348210,2,,,57,Suspended floor insulation,"£800 - £1,200"
1823086822022020090416252411348210,3,,,35,Low energy lighting for all fixed outlets,£40
1823086822022020090416252411348210,4,,,13,Upgrading heating controls,£350 - £450
1823086822022020090416252411348210,5,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1823086822022020090416252411348210,6,,,19,Solar water heating,"£4,000 - £6,000"
1823086822022020090416252411348210,7,,,48,High performance external doors,"£2,000"
1823086822022020090416252411348210,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805038682922020062207485460218950,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1805038682922020062207485460218950,2,,,35,Low energy lighting for all fixed outlets,£10
1805038682922020062207485460218950,3,,,13,Upgrading heating controls,£350 - £450
1805038682922020062207485460218950,4,,,19,Solar water heating,"£4,000 - £6,000"
1805038682922020062207485460218950,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1037926429962013111412294026148787,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1037926429962013111412294026148787,2,,,14,Upgrade heating controls,£350 - £450
1037926429962013111412294026148787,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1819362788032020081920564764978204,1,,,35,Low energy lighting for all fixed outlets,£60
1819362788032020081920564764978204,2,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1822227051032020090112163025078302,1,,,45,Flat roof insulation,"£850 - £1,500"
1822227051032020090112163025078302,2,,,6,Cavity wall insulation,"£500 - £1,500"
1822227051032020090112163025078302,3,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1822227051032020090112163025078302,4,,,59,High heat retention storage heaters and dual immersion cylinder,"£800 - £1,200"
1804270363352020061812263425900470,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1804270363352020061812263425900470,2,,,57,Suspended floor insulation,"£800 - £1,200"
1804270363352020061812263425900470,3,,,35,Low energy lighting for all fixed outlets,£20
1804270363352020061812263425900470,4,,,19,Solar water heating,"£4,000 - £6,000"
1804270363352020061812263425900470,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1826731752962020091709202142438460,1,,,19,Solar water heating,"£4,000 - £6,000"
1826731752962020091709202142438460,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
937624789702013062612260008872798,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
937624789702013062612260008872798,2,,,47,Floor insulation,"£800 - £1,200"
937624789702013062612260008872798,3,,,19,Solar water heating,"£4,000 - £6,000"
1807069232762020063022534820108390,1,,,6,Cavity wall insulation,"£500 - £1,500"
1807069232762020063022534820108390,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1807069232762020063022534820108390,3,,,35,Low energy lighting for all fixed outlets,£20
1807069232762020063022534820108390,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1807069232762020063022534820108390,5,,,19,Solar water heating,"£4,000 - £6,000"
1807069232762020063022534820108390,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805427710352020062512163126200877,1,,,6,Cavity wall insulation,"£500 - £1,500"
1805427710352020062512163126200877,2,,,57,Suspended floor insulation,"£800 - £1,200"
1805427710352020062512163126200877,3,,,35,Low energy lighting for all fixed outlets,£60
1805427710352020062512163126200877,4,,,14,Upgrade heating controls,£350 - £450
1805427710352020062512163126200877,5,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1805427710352020062512163126200877,6,,,19,Solar water heating,"£4,000 - £6,000"
1805427710352020062512163126200877,7,,,56,Replacement glazing units,"£1,000 - £1,400"
1805427710352020062512163126200877,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1587072359022017110314491204898263,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1587072359022017110314491204898263,2,,,6,Cavity wall insulation,"£500 - £1,500"
1587072359022017110314491204898263,3,,,57,Suspended floor insulation,"£800 - £1,200"
1587072359022017110314491204898263,4,,,35,Low energy lighting for all fixed outlets,£30
1587072359022017110314491204898263,5,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1587072359022017110314491204898263,6,,,19,Solar water heating,"£4,000 - £6,000"
1587072359022017110314491204898263,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£5,000 - £8,000"
1815095212722020080305403931198360,1,,,6,Cavity wall insulation,"£500 - £1,500"
1815095212722020080305403931198360,2,,,57,Suspended floor insulation,"£800 - £1,200"
1815095212722020080305403931198360,3,,,19,Solar water heating,"£4,000 - £6,000"
1815095212722020080305403931198360,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1825892412922020091512311872458620,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1825892412922020091512311872458620,2,,,19,Solar water heating,"£4,000 - £6,000"
1825892412922020091512311872458620,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1821555892262020082716363091838370,1,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1821555892262020082716363091838370,2,,,19,Solar water heating,"£4,000 - £6,000"
1821555892262020082716363091838370,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1801343122062020060511090290358250,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1801343122062020060511090290358250,2,,,35,Low energy lighting for all fixed outlets,£35
1801343122062020060511090290358250,3,,,19,Solar water heating,"£4,000 - £6,000"
1801343122062020060511090290358250,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1807102722762020063012503970508590,1,,,6,Cavity wall insulation,"£500 - £1,500"
1807102722762020063012503970508590,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1807102722762020063012503970508590,3,,,19,Solar water heating,"£4,000 - £6,000"
1807102722762020063012503970508590,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817938832922020081914481731548120,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1817938832922020081914481731548120,2,,,35,Low energy lighting for all fixed outlets,£20
1817938832922020081914481731548120,3,,,19,Solar water heating,"£4,000 - £6,000"
1817938832922020081914481731548120,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1811059902002020071714232772109538,1,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1811059902002020071714232772109538,2,,,6,Cavity wall insulation,"£500 - £1,500"
1811059902002020071714232772109538,3,,,57,Suspended floor insulation,"£800 - £1,200"
1811059902002020071714232772109538,4,,,19,Solar water heating,"£4,000 - £6,000"
1811059902002020071714232772109538,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1800674239152020060317041022000071,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1800674239152020060317041022000071,2,,,6,Cavity wall insulation,"£500 - £1,500"
1800674239152020060317041022000071,3,,,57,Suspended floor insulation,"£800 - £1,200"
1800674239152020060317041022000071,4,,,35,Low energy lighting for all fixed outlets,£15
1800674239152020060317041022000071,5,,,19,Solar water heating,"£4,000 - £6,000"
1800674239152020060317041022000071,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1800269344512020060118054322000276,1,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1800269344512020060118054322000276,2,,,35,Low energy lighting for all fixed outlets,£45
1800269344512020060118054322000276,3,,,4,Hot water cylinder thermostat,£200 - £400
1800269344512020060118054322000276,4,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1806336238952020062910000426200774,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1806336238952020062910000426200774,2,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1806336238952020062910000426200774,3,,,59,High heat retention storage heaters and dual immersion cylinder,"£1,200 - £1,800"
1806336238952020062910000426200774,4,,,19,Solar water heating,"£4,000 - £6,000"
1806336238952020062910000426200774,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1821520178612020082712055327200678,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1821520178612020082712055327200678,2,,,35,Low energy lighting for all fixed outlets,£30
1821520178612020082712055327200678,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1821520178612020082712055327200678,4,,,19,Solar water heating,"£4,000 - £6,000"
1821520178612020082712055327200678,5,,,48,High performance external doors,"£1,000"
1821520178612020082712055327200678,6,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1826537612902020091717023972209438,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1826537612902020091717023972209438,2,,,59,High heat retention storage heaters and dual immersion cylinder,"£1,200 - £1,800"
1810255492742020071515262878009348,1,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1810255492742020071515262878009348,2,,,6,Cavity wall insulation,"£500 - £1,500"
1810255492742020071515262878009348,3,,,57,Suspended floor insulation,"£800 - £1,200"
1810255492742020071515262878009348,4,,,58,Solid floor insulation,"£4,000 - £6,000"
1810255492742020071515262878009348,5,,,35,Low energy lighting for all fixed outlets,£15
1810255492742020071515262878009348,6,,,19,Solar water heating,"£4,000 - £6,000"
1810255492742020071515262878009348,7,,,56,Replacement glazing units,"£1,000 - £1,400"
1810255492742020071515262878009348,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1807626872942020070223195878000328,1,,,45,Flat roof insulation,"£850 - £1,500"
1807626872942020070223195878000328,2,,,46,Room-in-roof insulation,"£1,500 - £2,700"
1807626872942020070223195878000328,3,,,6,Cavity wall insulation,"£500 - £1,500"
1816987062962020081115040311398730,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1816987062962020081115040311398730,2,,,35,Low energy lighting for all fixed outlets,£20
1816987062962020081115040311398730,3,,,19,Solar water heating,"£4,000 - £6,000"
1816987062962020081115040311398730,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1800870222942020060317051171000328,1,,,19,Solar water heating,"£4,000 - £6,000"
1800870222942020060317051171000328,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817781080212020081318200125900772,1,,,45,Flat roof insulation,"£850 - £1,500"
1817781080212020081318200125900772,2,,,57,Suspended floor insulation,"£800 - £1,200"
1817781080212020081318200125900772,3,,,35,Low energy lighting for all fixed outlets,£30
1817781080212020081318200125900772,4,,,19,Solar water heating,"£4,000 - £6,000"
1817781080212020081318200125900772,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1811416652962020071907522561838830,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1811416652962020071907522561838830,2,,,35,Low energy lighting for all fixed outlets,£15
1811416652962020071907522561838830,3,,,14,Upgrade heating controls,£350 - £450
1811416652962020071907522561838830,4,,,19,Solar water heating,"£4,000 - £6,000"
1811416652962020071907522561838830,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1796081024112020040308341429000164,1,,,19,Solar water heating,"£4,000 - £6,000"
1796081024112020040308341429000164,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1796081024112020040308341429000164,3,,,44,Wind turbine,"£15,000 - £25,000"
1800822922142020060310123370000828,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1800822922142020060310123370000828,2,,,35,Low energy lighting for all fixed outlets,£50
1800822922142020060310123370000828,3,,,19,Solar water heating,"£4,000 - £6,000"
1800822922142020060310123370000828,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1154705386412014061015472692940325,1,,,19,Solar water heating,"£4,000 - £6,000"
1154705386412014061015472692940325,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£9,000 - £14,000"
1154705386412014061015472692940325,3,,,44,Wind turbine,"£15,000 - £25,000"
1796443262022020040810384359438030,1,,,6,Cavity wall insulation,"£500 - £1,500"
1796443262022020040810384359438030,2,,,57,Suspended floor insulation,"£800 - £1,200"
1796443262022020040810384359438030,3,,,58,Solid floor insulation,"£4,000 - £6,000"
1796443262022020040810384359438030,4,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1796443262022020040810384359438030,5,,,35,Low energy lighting for all fixed outlets,£50
1796443262022020040810384359438030,6,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1798305312042020051620573874009068,1,,,6,Cavity wall insulation,"£500 - £1,500"
1798305312042020051620573874009068,2,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1798305312042020051620573874009068,3,,,19,Solar water heating,"£4,000 - £6,000"
1798305312042020051620573874009068,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1798305312042020051620573874009068,5,,,44,Wind turbine,"£15,000 - £25,000"
1815989732742020080610475376102818,1,,,19,Solar water heating,"£4,000 - £6,000"
1815989732742020080610475376102818,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1805989962942020062614515579002948,1,,,6,Cavity wall insulation,"£500 - £1,500"
1805989962942020062614515579002948,2,,,63,Party wall insulation,£300 - £600
1805989962942020062614515579002948,3,,,57,Suspended floor insulation,"£800 - £1,200"
1805989962942020062614515579002948,4,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1805989962942020062614515579002948,5,,,35,Low energy lighting for all fixed outlets,£50
1805989962942020062614515579002948,6,,,4,Hot water cylinder thermostat,£200 - £400
1805989962942020062614515579002948,7,,,19,Solar water heating,"£4,000 - £6,000"
1805989962942020062614515579002948,8,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
305180830642009061610215564319568,1,,,35,Low energy lighting for all fixed outlets,
305180830642009061610215564319568,2,,,19,Solar water heating,
305180830642009061610215564319568,3,,,34,"Solar photovoltaic panels, 2.5 kWp",
58593576112009051123454809910354,1,,,35,Low energy lighting for all fixed outlets,
58593576112009051123454809910354,2,,,19,Solar water heating,
58593576112009051123454809910354,3,,,34,"Solar photovoltaic panels, 2.5 kWp",
486169829022010060115502826298130,1,,,6,Cavity wall insulation,
486169829022010060115502826298130,2,,,2,Increase hot water cylinder insulation,
486169829022010060115502826298130,3,,,8,Replace single glazed windows with low-E double glazing,
1225218229142014102218204527942928,1,,,5,Increase loft insulation to 270 mm,£100  -  £350
1225218229142014102218204527942928,2,,,7,50 mm internal or external wall insulation,"£4,000  -  £14,000"
1225218229142014102218204527942928,3,,,47,Floor insulation,"£800  -  £1,200"
1225218229142014102218204527942928,4,,,35,Low energy lighting for all fixed outlets,£65
1225218229142014102218204527942928,5,,,13,Upgrading heating controls,£350  -  £450
1225218229142014102218204527942928,6,,,19,Solar water heating,"£4,000  -  £6,000"
1225218229142014102218204527942928,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£9,000  -  £14,000"
1225218229142014102218204527942928,8,,,44,Wind turbine,"£1,500  -  £4,000"
1373685579502015101221453334950268,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1373685579502015101221453334950268,2,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1373685579502015101221453334950268,3,,,58,Solid floor insulation,"£4,000 - £6,000"
1373685579502015101221453334950268,4,,,35,Low energy lighting for all fixed outlets,£80
1373685579502015101221453334950268,5,,,19,Solar water heating,"£4,000 - £6,000"
1373685579502015101221453334950268,6,,,8,Replace single glazed windows with low-E double glazing,"£3,300 - £6,500"
1373685579502015101221453334950268,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£5,000 - £8,000"
1373685579502015101221453334950268,8,,,44,Wind turbine,"£15,000 - £25,000"
1815042772552020080313044323000374,1,,,3,Add additional 80 mm jacket to hot water cylinder,£15 - £30
1815042772552020080313044323000374,2,,,35,Low energy lighting for all fixed outlets,£25
1815042772552020080313044323000374,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1815042772552020080313044323000374,4,,,19,Solar water heating,"£4,000 - £6,000"
1815042772552020080313044323000374,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1822239242062020090221312461598650,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1822239242062020090221312461598650,2,,,35,Low energy lighting for all fixed outlets,£40
1822239242062020090221312461598650,3,,,19,Solar water heating,"£4,000 - £6,000"
1822239242062020090221312461598650,4,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1801153349752020060409421222000878,1,,,6,Cavity wall insulation,"£500 - £1,500"
1804376842962020061814132020088470,1,,,58,Solid floor insulation,"£4,000 - £6,000"
1804376842962020061814132020088470,2,,,35,Low energy lighting for all fixed outlets,£10
1804376842962020061814132020088470,3,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1817396139552020081215284124900575,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1817396139552020081215284124900575,2,,,6,Cavity wall insulation,"£500 - £1,500"
1817396139552020081215284124900575,3,,,57,Suspended floor insulation,"£800 - £1,200"
1817396139552020081215284124900575,4,,,35,Low energy lighting for all fixed outlets,£75
1817396139552020081215284124900575,5,,,13,Upgrading heating controls,£350 - £450
1817396139552020081215284124900575,6,,,19,Solar water heating,"£4,000 - £6,000"
1817396139552020081215284124900575,7,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1798185502942020051809100472009458,1,,,7,50 mm internal or external wall insulation,"£4,000 - £14,000"
1798185502942020051809100472009458,2,,,58,Solid floor insulation,"£4,000 - £6,000"
1798185502942020051809100472009458,3,,,20,Replace boiler with new condensing boiler,"£2,200 - £3,000"
1798185502942020051809100472009458,4,,,19,Solar water heating,"£4,000 - £6,000"
1798185502942020051809100472009458,5,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1804497352102020062409355572002548,1,,,19,Solar water heating,"£4,000 - £6,000"
1804497352102020062409355572002548,2,,,34,"Solar photovoltaic panels, 2.5 kWp","£3,500 - £5,500"
1162307259552014062409012697240624,1,,,5,Increase loft insulation to 270 mm,£100 - £350
1162307259552014062409012697240624,2,,,47,Floor insulation,"£800 - £1,200"
1162307259552014062409012697240624,3,,,13,Upgrading heating controls,£350 - £450
