,Insulate hot water cylinder with 80 mm jacket,Increase hot water cylinder insulation,Add additional 80 mm jacket to hot water cylinder,Hot water cylinder thermostat,Increase loft insulation to 270 mm,Cavity wall insulation,50 mm internal or external wall insulation,Replace single glazed windows with low-E double glazing,Secondary glazing to single glazed windows,Draughtproof single-glazed windows,Upgrade heating controls,Time and temperature zone control,Solar water heating,Replace boiler with new condensing boiler,Replace boiler with biomass boiler,Wood pellet stove with boiler and radiators,Fan assisted storage heaters and dual immersion cylinder,Fan assisted storage heaters,Replacement warm air unit,Change heating to gas condensing boiler,Condensing oil boiler with radiators,Fan-assisted storage heaters,"Solar photovoltaic panels, 2.5 kWp",Low energy lighting for all fixed outlets,Replace heating unit with condensing unit,Install condensing boiler,Change room heaters to condensing boiler,Wind turbine,Flat roof insulation,Room-in-roof insulation,Floor insulation,High performance external doors,Heat recovery system for mixer showers,Flue gas heat recovery device in conjunction with boiler,Replacement glazing units,Suspended floor insulation,Solid floor insulation,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,Party wall insulation
"mainheat_description_Room heaters, electric",0.006151935,0.047706556,0.014651397,0.0011267704,0.0,0.0,0.0,0.04214104,0.0,0.0,0.0,0.006646375,0.00079161953,0.005507026,0.0,0.0,0.005776086,0.0,0.10810592,0.0,0.0062885587,0.0,0.0,0.051446993,0.0,0.0,0.0,1.0910441e-05,0.0,0.0,0.0040157046,0.0,0.0,0.000338828,0.0,0.007364236,0.0003636273,0.0,0.0016383264,0.0022583986
"mainheat_description_Room heaters, mains gas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031532636,0.00015370804,0.0,0.003307181,0.0,0.0,0.671292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014186185,0.0,0.0,0.0,0.0013641495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008068585,0.0017317454
"mainheat_description_Warm air, mains gas",0.0,0.0,0.0,0.0,0.0,3.102764e-05,0.0,0.0026526647,0.0,0.0,0.0,0.00282335,0.0,0.004846476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6405786,0.0,0.0,0.0,0.0,0.0058765034,0.0,0.0034926527,0.0010193558,0.0,0.0,0.0,0.0,0.0,0.0,0.0015356013,0.0,0.0014805914,0.009698907
mainheat_description_other,0.0,1.5131001e-05,0.0055086035,0.0006061889,0.0,0.0002826279,0.0,0.0011263796,0.010927133,0.0,0.0,0.0025707893,0.0031552508,5.553301e-05,0.0,0.0,0.000345234,0.0,0.000469493,0.0,0.0014558373,0.0,0.0,0.017285526,0.0037697896,0.008018699,2.749024e-05,0.0,0.0071105,6.55486e-05,0.0,0.0,0.0,0.00013117297,0.0,0.0,0.00015663558,0.0,0.00040012915,0.0009205767
mainheatcont_description_Appliance thermostats,0.004123505,0.001820094,0.01501187,0.0,0.00092312833,0.0,0.0,0.008003731,0.0,0.0,0.0,0.00041291607,8.989022e-05,0.00017464973,0.0,0.0,0.0,0.0,0.02124356,0.0,0.0014229382,0.0,0.0,0.0006165787,0.0,0.0,0.0,0.0,0.0,0.0,0.0014634598,0.0,0.0,0.00010812443,0.0022878465,0.0,6.1688484e-06,0.0,0.0009086923,0.00051339477
mainheatcont_description_Automatic charge control,0.00040946828,0.012695122,0.003955872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00072627806,0.0,0.0,0.0,0.0,8.7459666e-05,0.0,0.0,0.0,0.0,0.0,0.011032044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014426703,0.0020897388,0.0,0.0,0.0,0.0004858604,0.007097562
"mainheatcont_description_Charging system linked to use of community heating, TRVs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002860587,0.0009177428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001173145,0.0,0.0
"mainheatcont_description_Charging system linked to use of community heating, programmer and TRVs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009093685,0.0,0.0
"mainheatcont_description_Charging system linked to use of community heating, programmer and room thermostat",0.0,0.0,0.0,0.0,6.0256698e-05,0.0,0.0,0.0020866483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016459776,0.002064747,0.0
mainheatcont_description_Controls for high heat retention storage heaters,0.016258366,0.011254537,0.0013158561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7704094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070650736
"mainheatcont_description_Flat rate charging, TRVs",0.0,0.0,0.0,0.00015313036,0.0,0.0,0.0,0.00033954313,0.00041582464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024892848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026437303
"mainheatcont_description_Flat rate charging, no stat control of room temperature",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Flat rate charging, no thermostatic control",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017310945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.080544956,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Flat rate charging, no thermostatic control of room temperature",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023748514,0.0,0.0,0.0,0.0,0.0,0.0,0.0076085124,0.0,0.001211654
"mainheatcont_description_Flat rate charging, programmer and TRVs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009881564,0.00045454208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Flat rate charging, programmer and room stat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018666137,0.0
"mainheatcont_description_Flat rate charging, programmer and room thermostat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1276603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00080126215,0.015620492,1.42495155e-05
"mainheatcont_description_Flat rate charging, programmer no room thermostat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Flat rate charging, room thermostat only",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007362028,0.0,0.0,0.00045421495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004769934,0.0,0.0,0.001528304,0.0,0.0
mainheatcont_description_Manual charge control,0.0,0.016448487,0.0015957172,0.0,0.0,0.0,0.0,0.012961738,0.0009145957,0.0,0.0,0.004778366,0.00037228613,0.0,0.0,0.0,0.00037556776,0.0,0.0,0.0,0.00069193466,0.0,0.28676394,0.008391623,0.0,0.0,0.0,0.0,0.0,0.0,0.002793846,0.010826224,0.0010333232,0.0,0.0001159542,0.0029819282,0.00021677217,0.013432267,0.0018026201,0.0053697443
mainheatcont_description_No thermostatic control of room temperature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017539856,0.009282367,2.1809039e-05,0.002913627,0.0023493937,0.0,0.05888433,0.0,0.0,0.0007509136,0.0,0.0026463068,0.0,2.9508798e-05,0.0,0.0,0.0,0.04940937,0.015807796,0.0,0.0,0.0,0.0009943872,0.0017159819,0.0,0.0,0.00017059915,0.0,0.0023153152,0.0018906776,0.0,0.0021463512,0.0034667891
mainheatcont_description_No time or thermostatic control of room temperature,0.0,0.0,0.0,1.0681946e-05,0.008257962,0.0,0.037478894,0.002224256,0.0,0.0,0.017046345,0.0,0.00043861073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008278806,0.0,0.0,0.0,0.0035957021,0.016415095,0.0006476663,0.00025201647,0.0,0.007391228,0.0034973922,0.0081119705,0.00040917532,0.00010249478,0.0,0.00016272251,0.0009626535,0.0008264173,0.00033009105,0.0039276583
mainheatcont_description_None,0.0,0.0016782802,1.2231342e-05,0.0,0.0,0.0,0.03369514,0.0,0.0037499554,0.0,0.01200589,0.0,0.0,0.0,0.0,0.0,0.0037553858,0.0,0.00058197405,0.0,0.1792112,0.0,0.0,0.0055950778,0.0,0.0,0.0,0.0,0.0,0.0,0.004388752,0.0,0.0,0.000164823,0.0,0.0036452077,0.0,0.009033795,0.0062939995,0.0
mainheatcont_description_Programmer and appliance thermostats,0.0,0.0026093973,0.0,0.0,0.0,0.019461216,0.0,0.0069557736,0.0,0.0001039216,0.0,0.015777525,0.0,0.0,0.0,0.0,0.0,0.0,0.049547132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013079613,0.0,0.0005970208,0.00072691083,0.0,0.0009782641,0.0,0.0,0.0005352933,0.003964103
mainheatcont_description_Programmer and at least two room thermostats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020232494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8221755e-05,0.00013594549,0.36153403,0.00688636,0.0,0.0,0.0,1.2727739e-05,6.7994086e-05,0.0,0.0,0.00025980436,0.0,0.0
mainheatcont_description_Programmer and room thermostat,0.0006800677,0.0,0.0,0.0,0.00016445095,0.00038377877,0.0,0.0029876586,0.0042964984,2.1674332e-06,0.0023011286,0.0,0.0,0.0,0.0,0.00027824414,9.3398696e-05,8.475932e-07,0.0,0.0,0.006211166,0.06801809,0.0,0.0,0.0,0.021316525,0.002905606,9.690488e-07,0.014420061,0.028536964,0.0015187084,0.003272965,0.00045448015,8.422092e-05,0.00066102576,0.00018656871,0.0068970397,0.00040390628,0.0026040287,0.006125077
mainheatcont_description_Programmer and room thermostats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041153852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006783922,0.0,0.006744631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053524463,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Programmer, TRVs and boiler energy manager",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000370864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004192925,0.0,0.0,0.0,0.0001457205,0.0,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Programmer, TRVs and bypass",0.0,0.0035305577,0.0,0.0009120128,0.0,0.0013100967,0.049564052,0.02209615,0.007864245,0.0,0.00044230555,0.0010789403,0.0017998425,0.0,0.011628097,0.010898995,0.0001670649,1.5101582e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041508093,3.374936e-05,0.0036622833,0.019884748,0.0014754343,0.000209801,0.0,5.8900005e-05,0.0005148994,0.00033650678,0.00010567643,0.0,0.0013988656,0.0
"mainheatcont_description_Programmer, no room thermostat",0.0026071786,0.0,0.0,3.3415065e-05,0.0,0.00047670922,0.14611843,0.002252527,0.00026684624,0.0,0.0016569158,0.002924189,0.00019621197,0.0,0.029405743,0.0018155042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031975228,0.030916413,0.0015908056,0.014354432,0.042669028,0.002472709,0.0029009809,0.00092202495,0.0003367634,0.000105669176,0.00031985616,0.0024346937,0.0,0.00071671064,0.0019824824
"mainheatcont_description_Programmer, room thermostat and TRVs",0.0015947773,0.0,0.0,0.0005540433,0.00029426237,0.0030796754,0.07810526,0.004005073,0.003339202,0.0009019771,0.00870895,0.005071685,0.00016957603,0.0,0.022823585,0.06698032,0.004485731,0.00054551905,0.0,0.0,0.0004732252,0.0,0.0,0.0,0.0,0.0,0.023255255,0.00013313594,0.018800998,0.4214584,0.004977453,0.047979493,0.0010444173,0.00027352534,0.011491378,0.13261184,0.0054576285,0.00014589445,0.002257579,0.0017346367
mainheatcont_description_Room thermostat only,0.0058897184,0.0,0.0,0.0,3.234579e-05,0.00030161667,0.0,0.005118807,0.00091849983,0.0,0.0009961847,0.00048241677,0.0,0.0,0.008881315,0.0015266406,0.0,0.0,0.0,0.0,5.5781555e-05,0.0006356103,0.0,0.0,0.0,0.032753993,0.00017845948,0.0,0.0017211628,0.022112777,0.0014828509,0.0087730475,0.0005568105,0.0,0.00095578877,4.1919862e-05,0.0004181385,0.0014416408,0.0,0.0017270644
mainheatcont_description_TRVs and bypass,0.0033007264,0.0,0.0,0.0,0.0,0.0,0.0,0.020299915,0.0,0.0,0.0002182936,0.00030312937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027755103,0.0,0.0,0.0,0.0,0.0016591072,0.0,0.07687217,0.00049783406,0.0,0.0,0.0,0.0,0.0,0.0,0.00061198464
mainheatcont_description_Time and temperature zone control,0.0013078402,0.0,0.0,5.5675984e-05,0.0,0.0,0.0,0.0070111137,0.0,0.0,0.0,0.0,0.0038356206,0.0,0.0,0.0,0.02253642,0.0003947399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010441371,0.00013894052,0.02691267,0.0022380655,0.0,0.0,0.0,0.00024589113,0.0,0.0,0.0,0.0,0.0,0.0
"mainheatcont_description_Unit charging, programmer and TRVs",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mainheatcont_description_other,0.0047520716,0.0,0.0,0.0,0.0,0.0,0.0,0.0024453737,0.0,0.0,0.0,0.000117121475,0.0,0.0,0.0,0.0,0.0,0.0,3.662313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8943093e-05,0.0,0.0,0.0,0.0,4.082239e-05,0.0016460803,0.0
main_fuel_LPG,0.0,0.0,0.0,1.395045e-05,3.384809e-05,0.0,0.0027617882,0.0024812839,0.01700168,0.0,0.00041916885,0.0,0.0015326805,0.0,0.0,0.00049881305,0.0,0.0,0.0,0.0,0.00051109237,0.0,0.0,0.0,0.0,0.0,0.00062422495,0.0,0.0,0.002405682,0.0,0.0,0.0,0.0,0.0,0.0,0.00079037034,6.554729e-05,0.00084026513,0.0
main_fuel_coal,0.0,0.0,0.0,0.00068943383,0.0,0.0,0.00050415716,0.0025848134,0.008917982,0.0,0.0,0.0,0.0013645644,0.0074020904,0.0,0.0,0.0,0.0,0.00022230967,0.0,0.0052503115,0.0,0.0,0.012200691,0.23857713,0.031147597,0.0,0.0,0.0,0.0019219168,0.0,0.0,0.0,0.0,0.0,0.0,0.00041002894,0.0009959751,0.0008044336,0.0022469338
main_fuel_dual fuel - mineral + wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006127858,0.010846258,3.3279033e-05,0.0002898292,0.0,0.0,0.0,0.0,0.0,3.4647088e-05,0.0,0.0,0.0,5.0969742e-05,0.0,0.0,0.0,0.0,0.0,0.0006871949,0.0,1.9441677e-05,0.0,0.0,0.0,4.53308e-06,0.0,0.0,0.0,0.0003596029,0.0008429438,0.0,0.0037278817
main_fuel_electricity,0.014859737,0.30221358,0.02714819,0.00014424675,0.0,0.0,0.0,0.08601696,0.009300411,7.284613e-05,0.0,0.0055164713,0.0015583098,0.0027914436,0.0,0.0,0.0009436778,0.0,0.00043793741,0.0,0.06699319,0.0,0.0,0.0,0.0,0.051632937,0.0017798365,0.00013885963,0.0032213514,0.008639328,0.0,0.012199792,0.0,0.0010155871,0.0,0.0,0.016909963,0.015576056,0.0023030525,0.008750165
main_fuel_electricity (community),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000684786,0.0
main_fuel_mains gas,0.0,0.0,0.0,0.002334226,0.0005966441,0.0013052163,0.0006083634,0.0005715643,0.09569398,0.0,0.008419594,0.0053570718,0.0018996102,0.057584044,0.0,0.0057913945,0.0048725903,1.4796896e-05,0.0,0.0,0.030939471,0.0,0.0,0.0067096394,0.0,0.0,0.029997358,0.00051541545,0.0017730207,0.00615618,0.0053612464,0.0,0.0020903186,0.0,0.00069173117,0.0,0.103503466,0.00988997,0.024626825,0.098147735
main_fuel_mains gas (community),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004329175,0.0009021369,0.0,0.0,0.02807073,0.0,0.0,0.0,0.0,0.0,3.717396e-05,0.0,0.0,0.011633401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011663459,0.054261964,0.0,0.0,0.0047948775,0.00020226146,0.0039480133
main_fuel_no heating/hot-water system,0.0,0.0018274888,0.0,5.8534783e-06,0.0,0.015973104,0.057386592,0.0,0.0040049087,0.0,0.005577557,0.0,0.0,0.0,0.0,0.0,0.004470446,0.0,0.0010327062,0.0,0.042776972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034229448,0.0,5.7849888e-05,0.00010703037,0.0,0.006375222,0.0,0.0,0.0,0.0
main_fuel_oil,0.00024105795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034749957,0.0,0.0,0.0,0.024181334,0.0,0.012017214,0.00028058235,0.0,3.983902e-05,0.0,0.0,0.002496338,0.0,0.0,0.0,0.0,0.0,0.0028349243,4.5570083e-05,0.003720931,0.005745045,0.0,0.0010392792,0.0,0.0,0.0,0.00012476013,0.0038226913,0.0015902144,0.00051583734,5.321303e-05
main_fuel_pellets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077793177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000275817,0.0,0.00016523093,0.0,0.0,0.0,0.0,0.0,0.0,4.5990822e-05,0.00013766876,0.0,0.0
main_fuel_wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022429936,0.007902672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019831748,0.0020745548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026397203,0.0017559021,0.00072744244,0.00052433764
heat_loss_corridor_heated corridor,0.011422567,0.0010471864,0.0009114403,0.0,0.0,0.0,0.001345057,0.01564968,0.005594183,0.0,0.0,0.0022851354,0.0,0.0,0.0,0.0,0.00019851702,0.0,0.0018197773,0.0,0.0,0.0,0.0027682066,0.0028244264,0.0,0.0,0.0,0.0,0.0,0.0,0.0021072426,0.03755177,0.0001907302,0.00042047372,0.0034086348,0.0,0.0,0.0026072096,0.0019911388,0.019730372
heat_loss_corridor_no corridor,0.0,0.0008970678,0.0,0.0008271797,4.8194775e-05,0.007342277,0.001305536,0.0110831065,0.0115801655,0.0,0.0014701635,0.0057549775,0.00031724636,0.00023877414,0.0,0.0003507279,0.00034844005,0.007844356,0.004797812,0.0,0.0,0.0,0.0004245858,0.00084026594,0.0,0.0,0.0,2.6487645e-05,0.002654428,0.0,0.0038240228,0.0,0.0022905206,0.00012147904,0.0031355615,0.021162715,0.0,0.013838452,0.0019274971,0.006194778
heat_loss_corridor_unheated corridor,0.02708347,0.0005682984,0.0,0.0019556417,0.0,0.0103321625,0.0002527146,0.0040989006,0.007423859,0.00010994986,0.008449045,0.0016015843,0.0,0.0,0.0,0.013422357,0.00037175775,0.0,0.015351483,0.0,0.0,0.0,0.0038082325,0.020427182,0.0,0.0,0.0006674091,8.997593e-05,0.0036069723,0.0,0.0,0.105135545,0.001661872,0.001433816,0.002428381,0.0,0.0,0.0,0.0008294659,0.0015409514
solar_water_heating_flag_N,0.063115485,0.035988312,0.06541778,0.4432842,0.46701753,0.19981372,0.010016044,0.01235512,0.0060056974,0.35759807,0.069134966,0.006083934,0.24708897,0.0030930552,0.041939832,0.02055641,0.017703397,8.00672e-06,0.05430441,0.0,0.0,0.014159654,0.11584845,0.013577574,0.04172689,0.027573848,0.005414615,0.0025231442,0.0017606943,2.9495432e-05,0.0057627675,0.026301155,0.00075659633,0.0002745464,0.0020955375,0.008600415,0.005646769,0.0007269109,0.0015968095,0.054387525
solar_water_heating_flag_Y,0.0025703285,2.82299e-05,0.0004841389,0.0006745455,0.0017034188,0.00044586413,0.0,0.0,0.0,0.00035196415,0.0017219366,0.0,0.0035847793,0.0,0.0,0.0,1.5024157e-05,9.865272e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.846272e-05,0.00335585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001330303,0.0,0.0,0.0
"mechanical_ventilation_mechanical, extract only",0.07315095,0.0019854414,0.0,0.0,0.0,0.0053076996,0.00043689736,0.0,0.0077378443,0.0,0.0,0.0012999848,0.0018085481,0.0,0.0,0.032959055,0.0,0.0,0.0,0.0,0.0,0.0,1.7028486e-05,0.0026981877,0.0,0.0,0.0,0.0,0.0,4.671802e-06,0.006487709,0.0,0.0,0.0005069223,0.0018819483,0.00011423774,0.0,0.00084334885,0.0024708023,0.0019422725
"mechanical_ventilation_mechanical, supply and extract",0.0,0.0081574395,0.014054032,0.0,0.0,0.0,0.007834729,0.0074925795,0.0004973066,0.0014383598,0.0009451276,0.00021013748,0.0002075272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7168096e-05,0.0,0.0,0.0,0.011957532,0.003560573,0.00037691192,0.00037626218,0.00089148455,0.0,0.0008102332,0.0,0.0,0.0006218577
mechanical_ventilation_natural,0.09151475,0.0,0.009983917,0.059615087,0.009346657,0.011885956,0.005152293,0.009660822,0.004517882,0.0040918384,0.0004093781,0.011883422,0.0014170537,0.0,0.0,0.045862928,0.008608633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.902604e-05,0.00046008127,0.0,0.0,0.0073545505,0.0041249865,0.0006454741,0.0006386558,0.014823886,0.0012595367,0.0,0.0012591095,0.0027336963,0.0
construction_age_band_1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
