,Insulate hot water cylinder with 80 mm jacket,Increase hot water cylinder insulation,Add additional 80 mm jacket to hot water cylinder,Hot water cylinder thermostat,Increase loft insulation to 270 mm,Cavity wall insulation,50 mm internal or external wall insulation,Replace single glazed windows with low-E double glazing,Secondary glazing to single glazed windows,Draughtproof single-glazed windows,Upgrade heating controls,Time and temperature zone control,Solar water heating,Replace boiler with new condensing boiler,Replace boiler with biomass boiler,Wood pellet stove with boiler and radiators,Fan assisted storage heaters and dual immersion cylinder,Fan assisted storage heaters,Replacement warm air unit,Change heating to gas condensing boiler,Condensing oil boiler with radiators,Fan-assisted storage heaters,"Solar photovoltaic panels, 2.5 kWp",Low energy lighting for all fixed outlets,Replace heating unit with condensing unit,Install condensing boiler,Change room heaters to condensing boiler,Wind turbine,Flat roof insulation,Room-in-roof insulation,Floor insulation,High performance external doors,Heat recovery system for mixer showers,Flue gas heat recovery device in conjunction with boiler,Replacement glazing units,Suspended floor insulation,Solid floor insulation,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,Party wall insulation
total_floor_area,0.004430549,0.0023045205,0.00013051248,5.452896e-05,0.002016384,0.0006064361,0.013672369,0.004751862,0.011448574,1.2559826e-05,0.047579702,0.00093861815,0.013156932,0.0002256939,0.004625135,0.021789376,0.003742815,3.437853e-05,0.0021288914,0.007822557,0.00018904456,0.0011489753,0.0008107828,0.0027336986,0.0032214408,0.010855553,0.00013137473,0.00948332,0.0015006489,0.000960121,0.005305265,0.0071301917,0.00032622027,0.0006294622,0.000984335,0.0011590793,0.0022369823,0.01133024,0.0025923245,0.0032056598
floor_level_numeric,0.013645941,0.001042734,0.00024765418,0.14898087,0.049940147,0.0041234875,0.0016201911,0.030717075,0.01989566,0.04219561,0.02092189,0.017100977,0.032082036,2.4037248e-05,2.8758677e-05,0.0096271895,0.0022575138,0.74150836,0.004180058,0.0002796899,0.00029708695,0.0009846996,0.0038484137,0.0041776495,0.00087607495,4.2757918e-05,0.00015028373,0.48196128,0.0024128072,0.0025770843,0.012665036,0.010080557,0.0014794533,0.0005829402,0.006980266,0.0033449293,0.00030189956,0.00046167403,0.010090053,0.0039904993
flat_storey_count,2.786355e-06,0.048290867,0.06680008,0.0,0.0002896048,0.04115664,0.0053608273,0.022015914,0.0040392284,7.171675e-09,0.0,0.028273523,0.0011330516,0.0006944756,0.0,0.0017301351,0.00060648844,2.3575494e-08,0.035420835,9.0710244e-05,0.0013510453,0.0022521538,0.056570865,0.04040132,0.0,5.3606946e-05,0.0019361856,1.6707348e-08,0.0017272108,0.0016390249,0.018711703,0.013514982,0.0013876932,0.00033630963,0.000296154,0.00087225187,0.0010714342,0.0053331726,0.0021675292,0.0068934034
multi_glaze_proportion,7.243798e-05,0.0010093823,0.00010328977,0.0005090333,0.0027965428,0.031787805,0.015197367,0.001530208,0.0012049975,0.014163794,0.010111407,0.0029426988,0.00043823576,0.00042798585,0.0064756656,0.0002828107,0.0040134406,0.00022194338,0.003812293,0.01849209,3.2596965e-06,0.0022584116,0.0090483725,0.008800372,0.008627097,0.011226295,5.4943474e-05,0.00012224399,0.0023239185,0.000114415,0.1406414,0.03951092,0.4288804,0.004328384,0.00070326217,0.00011217332,0.00011004708,0.003620109,0.030217798,0.0033451181
extension_count,0.0012682161,0.00021141005,0.00027248854,0.0012152775,0.006462779,0.00017950244,0.0015793531,0.0009474307,0.0012187851,0.04154843,0.012263525,0.12708083,0.024438972,0.00017071851,0.0037793815,0.0057104668,0.014708362,8.01414e-05,0.013394316,0.011139742,0.014043653,0.0016156238,0.0038047393,0.0022080978,0.0065951105,0.017497215,0.0015833877,1.09949415e-05,0.0066694655,0.003862065,0.0017499133,0.009464155,0.0041352897,0.0014367102,0.036913786,0.0027526824,0.00090217346,0.0014557799,0.00031662156,0.00166778
number_habitable_rooms,0.0019584382,0.0007122146,0.00021791871,5.3080803e-05,0.00015862647,0.0003903128,0.011041593,0.0036640915,0.0064064446,0.05169784,0.020903805,0.00078583875,0.0015928405,0.0005610092,0.008180847,0.056824,0.000788076,0.00061687146,0.0071592983,0.013860966,0.014024896,0.0011582501,0.00095048395,0.0014066916,0.010491882,0.016766062,0.00011472497,0.00397196,0.030647477,0.03638213,0.0017894491,0.01145539,0.00078980305,0.00038586053,0.0025385818,0.0009401192,0.00071032625,0.0043884893,0.002768142,0.0037908778
number_heated_rooms,0.0036792168,0.0029597406,0.008358597,0.00045679542,0.00019377306,0.000178425,0.02205136,0.0037070373,0.006693899,0.102198444,0.001350724,0.006601063,0.015592463,0.00069585425,0.016558003,0.042988583,0.015478609,0.00022331782,0.015305314,0.029406443,0.007572155,0.001536289,0.0014356504,0.0022574519,0.004188339,0.022676228,0.016227236,0.0032086817,0.033585522,0.16474682,0.0006638472,0.012267726,0.005841112,0.0003484356,0.026050847,0.00043873824,0.0003985468,0.019471768,0.002777038,0.0050802184
low_energy_lighting,0.021073088,0.00059594313,0.00022277833,0.008335611,0.0036653497,0.0028061636,0.0045140446,0.017498164,0.0013919165,0.0010601747,0.00540873,0.005816522,0.0005011735,0.00029638124,0.009286552,0.018755607,0.6096148,3.0431904e-05,0.0041306945,0.022226304,0.00013810073,0.00096035254,0.0013989947,0.008654745,0.0104201585,0.012295105,0.0010432071,6.458624e-06,0.0014301722,1.801677e-05,0.0019788991,0.01376112,0.002670721,9.1795446e-05,0.0021281638,0.009281324,0.00018685545,0.0014008059,0.00084157445,0.0020078104
low_energy_lighting_perc,0.00038057563,0.00022838682,0.0002048088,0.00053529436,0.00055142253,0.0005087938,0.0030641125,0.002808884,0.0006542767,0.0002930194,0.0028241323,0.0005372208,0.00024461088,0.00020522159,0.005763187,0.0074669556,0.09220507,1.6841659e-05,0.0025113937,0.013634062,8.999706e-05,0.00082456786,0.0004342181,0.0003797634,0.006683942,0.015597024,0.00010323931,2.2672324e-05,0.0010824517,4.04418e-06,0.00054054626,0.009549793,0.00030674346,8.057417e-05,0.0003344943,0.00034996448,0.00019956662,0.0005639801,0.00044424407,0.0023883302
number_open_fireplaces,0.0,0.0,1.6549957e-05,0.0,0.0002917267,0.0001903555,0.0054848427,0.0053476114,0.0018083608,0.0,0.001319835,0.0013822978,5.048823e-05,0.0001782077,0.009361258,0.007903057,0.008501651,0.0030332701,0.0004289698,0.09318117,0.00022385913,0.0023051777,1.4596976e-05,0.00022297376,0.026399573,0.020926706,1.0147304e-05,3.9734332e-05,0.0034878883,0.00025481783,0.0032316607,0.005888322,0.00034265994,0.00024585394,8.7289154e-05,0.0027081922,0.00036369247,0.00015922575,0.00093289395,0.0044946694
hotwater_mains,0.000404031,0.037641983,0.001355265,2.4538416e-05,0.0,6.917056e-05,0.0030710564,0.02556009,0.0028808916,0.0,0.0,0.0034352117,0.0003261225,0.00043468594,0.008786801,0.0,0.00061343366,0.00013535078,0.01352515,0.0026294787,0.040444206,0.003659589,0.0043157735,0.026343625,0.01242787,0.010239344,0.0027414185,7.436894e-05,0.005181728,0.05169045,0.0067365156,0.01303239,0.0006240714,0.00011756838,0.00058746,0.0015225693,0.01498408,0.0067049745,0.0009869697,0.055411723
hotwater_immersion,0.00050682056,0.021945924,0.2523303,8.082309e-06,0.0,0.0,0.0016924139,0.049435116,0.0007209144,0.0,0.0,0.0016594562,0.0,0.0,0.005485031,0.0072964956,0.0,3.4869397e-06,0.04172918,0.0,0.070170894,0.0027823641,0.011193192,0.05981156,0.024107218,0.012770961,0.00013147446,0.0,0.00096106826,0.050142117,0.002564734,0.012079325,0.0,8.692469e-05,0.0005979723,8.187285e-05,0.0032685213,0.029184904,0.011712402,0.07634099
hotwater_commmunity,0.0,0.0041968375,0.0,0.0,0.0015472776,0.00034860047,0.0,0.0,0.006515881,0.0,0.0,0.000555726,0.0,0.0,0.0,0.0,0.0,0.0,0.0038802077,0.0,0.0,0.0,0.0004873355,0.0,0.0,0.0,0.0,3.798458e-06,0.0,0.0,0.0,0.005926528,0.0,9.8939934e-05,0.0008240856,0.0022784518,0.0,0.007553079,0.0064401454,0.013229124
hotwater_solar,8.0386344e-05,0.0004604389,0.0005612158,0.005935457,0.0048048696,0.0018748533,0.015611669,0.00075464055,0.00095318357,0.0011940866,0.0038804363,0.00043777216,0.002849301,0.0001496733,0.0036608472,0.014565856,0.00091924076,0.0012462038,0.0010932159,0.0,0.0,0.005085349,0.0,0.000413872,0.0,0.011967471,0.00082396314,0.008851696,0.00088369235,0.0,0.00045150964,0.0011718344,0.0,0.0,0.0,0.0,0.00023044406,0.00019408658,0.00086431287,0.00018789398
hotwater_gas,0.0,0.002909998,0.0,1.3292768e-05,0.00047998974,0.00075662887,0.0379119,0.0,0.00054862624,0.0,0.0,0.0031004883,0.00019363152,0.00018872652,0.0006650444,0.0,6.981576e-05,0.0,0.014588431,0.0,0.036167044,0.0016819463,0.0,0.0,0.0,0.0,0.00024016445,0.0,0.0048652478,0.0,0.0005478919,0.0,0.0,0.0,0.0,0.0,0.00052455685,0.0040128888,0.008597072,0.0020681226
hotwater_recovery,0.0,0.0,0.0,0.000351988,0.0,0.00075970934,0.0,0.0,0.0,0.0,0.0,0.0,0.00049418904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pitched_roof,0.010427566,0.0004474152,0.00023300036,1.4975867e-05,0.0006009851,0.0009072673,0.01473292,0.0055217273,0.0029002326,0.001062247,0.06803718,0.0006855588,0.06541517,0.0,0.0037649882,0.0,0.0003550719,0.0006739795,0.0034501462,0.0,0.0026137389,0.0010850922,0.0049180817,0.0,0.0,0.0,0.00012486095,2.0755464e-05,0.006451612,0.0018193568,0.0,0.016940307,0.00012285552,0.00016728154,0.0004465503,0.4818283,0.0,0.00066744344,0.0012177798,0.0009498281
flat_roof,0.0,0.0,0.0,0.0014012158,9.247721e-05,0.00025460098,0.0021701124,0.0014757174,0.00018435145,0.0,0.04123667,0.36251366,0.00016710676,0.0,0.0,0.0,0.00011868551,0.0,0.0010587288,0.0,8.627185e-05,0.0021426925,0.0002125085,0.00049034995,0.0,0.0,0.00022444937,9.24115e-06,0.0006898548,0.0,0.0,0.005218338,5.4426142e-05,0.000113612456,1.1792801e-05,0.0014453549,0.0,0.0,0.0002246992,0.0
wind_turbine_flag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040078274,0.0,0.00026907388,0.0,0.0,0.0030166476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
floor_height,0.043662194,0.0016687306,0.00087888015,0.017252168,0.019335425,0.029387675,0.029292922,0.0037225585,0.0074102147,0.102462344,0.0033340303,0.004519062,0.00041114684,0.0002815643,0.007594666,0.024939882,0.0012848455,0.00017987928,0.001277314,0.013150684,0.00027181554,0.0011853481,0.0058490504,0.005720095,0.0051006563,0.01503215,0.0007308995,1.681871e-05,0.0030082501,7.24561e-05,0.03187631,0.019420687,0.006688998,0.0008647393,0.0004939945,0.0007626214,0.00074874377,0.006886132,0.0018273989,0.0023884864
property_type_Bungalow,0.0,0.0,0.0,7.7243785e-05,0.005117976,0.00018645103,0.005265672,0.0009345505,0.0031520529,0.0048999353,0.01806652,0.0025883236,0.004258747,3.8507853e-05,0.006178558,0.0,0.0009557323,0.0008945049,7.9276084e-05,0.011188131,2.3009625e-06,0.0,0.0011199545,0.00030244596,0.009000884,0.00297294,2.3728515e-05,0.0005819534,0.0013454419,4.8936767e-05,0.0004985187,0.0,0.0,0.0006454965,0.011431157,0.002192564,0.00019962096,0.00032702577,0.0007621421,0.004895079
property_type_Flat,0.052429102,0.003927174,0.00050583854,4.1578267e-05,0.0,0.013178648,0.0035766752,0.02579221,0.020447308,5.563427e-06,0.020537885,0.00036333012,0.061747957,0.0,0.0,0.0,0.0025353243,0.13652031,0.0013478859,0.0,0.0012850381,0.0,0.0027670055,0.004899724,0.0,0.0,0.0,0.09479076,0.0036990673,0.0015320167,0.013078296,0.013499315,0.0010313275,0.0005228804,0.0035055818,0.00020309888,0.0,0.0,0.0043672933,0.00031950156
property_type_House,0.043458898,0.0,0.00021795765,0.00022731336,0.009993788,0.00012861352,0.0010993616,0.004665716,0.0006259682,0.0001004554,0.041174807,0.040055167,0.010922766,5.986509e-05,0.005715971,0.008439422,0.0018524057,0.014642351,0.002529092,0.0005853645,0.0,0.0018873147,0.0003774053,0.006153187,0.012235741,0.01092492,0.00014971542,0.0034775434,0.00067237794,1.1073547e-05,0.0053936653,0.012034477,0.0010724731,0.00047116182,0.0034886643,0.022234108,0.0003195016,0.0011630782,0.02961906,0.003538988
property_type_Maisonette,0.0013377987,4.226442e-05,0.0010954235,0.0,0.0,0.0,0.0025354675,0.010411739,0.010266632,0.0,0.0059293103,0.002561858,0.022456115,0.0,0.0,0.0,0.00090893306,0.026005996,6.3256295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.536764e-06,0.03701664,0.0,0.0,0.00028694692,0.0038159695,0.0014404769,0.00047183086,0.0,5.8849328e-05,0.0,0.0,0.0,0.000113791524
built_form_Detached,0.030140627,0.00023330626,0.00028384817,0.0019206535,0.00034744182,0.0010280431,0.0032417006,0.0010204582,0.0014364887,0.0,0.0094482945,0.0055854656,0.008019742,0.0,0.0071285935,0.021803614,0.00010836925,6.49599e-05,0.0,0.0061312094,4.39518e-05,0.00090472965,0.0014928492,0.00030671048,0.008144532,0.017778393,0.00011069269,0.00014735415,0.0013912406,9.2652945e-06,0.0003720726,0.011048482,0.0002688051,0.0007733237,0.0004217196,0.00028945963,0.00018621438,0.0004071319,0.0010997177,0.01243294
built_form_End-Terrace,0.00039840658,0.0,0.00035328045,0.0001212369,0.00050006184,0.0,0.0042564548,0.0029767468,0.0009961947,0.0006356676,0.0025071255,0.0,0.00049557665,9.426526e-05,0.0013669359,0.012697537,0.0,8.466535e-06,0.002763671,0.0,2.1861339e-05,0.0031106537,0.0,0.0,0.0010640607,0.009802271,0.0,1.32628975e-05,0.0,1.1246595e-05,0.00046451765,0.0071523795,0.00012762757,0.0014941267,0.00018947956,0.0008539171,0.0,0.00036803877,0.0014577177,0.0014904003
built_form_Mid-Terrace,0.005777988,0.0,0.0,0.011480382,0.027902327,0.0035273796,0.00446392,0.001706367,0.0027773264,1.1498002e-05,0.0038735322,0.003732558,0.0003936963,0.00015984348,0.001520429,0.019536084,3.232051e-05,5.069583e-06,0.0012482725,0.0,0.00034085792,0.0013311612,0.009441774,0.0,0.012919089,0.015454235,4.66515e-05,7.417622e-06,0.0035460799,0.00042156054,0.00039118863,0.016171396,0.00029148805,0.0030807895,0.0043027257,0.00053344684,0.0001465273,0.00055791874,0.0015885487,0.004041183
built_form_Semi-Detached,0.0010341139,0.00039127067,0.00012404946,7.526088e-05,0.004982979,0.008228158,0.0029858446,0.0026729037,0.0012578234,0.00750116,0.03523542,0.00043711383,0.00041327983,0.0,0.007610149,0.0071385214,0.0,0.0,0.000178865,0.049487676,0.0,0.002147215,0.004909204,0.00015571552,0.006049155,0.013203014,0.00011499354,1.3145736e-05,0.002013098,0.0,0.004758263,0.012449515,0.00016191325,0.0010922231,0.0004689225,7.532937e-05,7.420952e-05,0.0007420401,0.0025907669,0.0025264288
energy_tariff_24 hour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1426076e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004894109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_tariff_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
energy_tariff_Single,0.0,0.0153505085,0.00054300536,5.1614836e-05,0.00022689735,0.0067197485,0.0027555288,0.0048465035,0.0013924103,0.000382369,0.0023961042,0.0026536465,0.00014711719,0.0,0.004470622,0.014101248,0.0007537134,0.0,0.011218523,0.017028878,2.5968175e-05,0.001807973,0.00051741296,0.0021540006,0.011889732,0.012594868,0.007490987,1.9085777e-05,0.0018356182,0.0038041114,0.0003198972,0.012099824,0.00011063805,0.00028179964,0.0005732301,0.00021092333,0.0,0.00016252512,0.0009020619,0.001164374
energy_tariff_dual,0.001856151,0.0019932806,0.0013144424,2.6364267e-05,0.0,0.000206973,0.0027481527,0.009838185,0.0011089564,8.361725e-06,0.0008696565,0.0,0.0010308829,0.0,0.009069706,0.0071853856,0.0011297079,0.000130311,0.024792014,0.0,4.29971e-05,0.0021932623,0.00040318185,0.009233911,0.005638885,0.016038999,6.305179e-06,1.5529737e-05,0.00065260456,0.0,0.0,0.010286916,0.00011937691,0.00031154626,0.0009182753,0.00027353846,0.00029821333,0.005282492,0.0005423998,0.007164494
energy_tariff_dual (24 hour),0.0,0.0,0.0015679409,9.447614e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012359364,0.0,0.0,0.0,0.011836015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002700993,0.0,0.0,0.0,0.0002494719,0.0
energy_tariff_off-peak 10 hour,0.0,0.0029138662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079315517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031699316,0.0,5.001433e-05,0.0,0.0,0.0,0.0
energy_tariff_off-peak 18 hour,0.0,0.0,0.00023158961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044448017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744785
energy_tariff_off-peak 7 hour,0.003662143,0.00011139553,0.0,8.76358e-05,0.0,0.0,0.004441356,0.0007489884,2.8961033e-05,0.0,0.0013329857,0.0039131707,0.00017158968,0.0,0.0005990455,0.0,0.0,0.0,0.016162906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011279929,0.0,0.0029912058,0.0,0.0011770322,0.0,0.0014958465,0.0,0.00038775103,1.8444842e-05,0.0,0.0048815063,0.0,0.0
energy_tariff_standard tariff,0.0043759034,0.00024885798,0.0013648845,0.0,0.0,0.0,0.0,0.00045336396,0.0,0.0,0.0018013995,0.00092904584,0.0008060696,0.0,0.0,0.0,0.010159546,0.00017533895,0.0,0.0,0.0,0.0,0.0,0.0142159285,0.0,0.0,0.0,0.00018883469,0.0333535,2.5358588e-05,0.0002721273,0.0,0.0007387769,0.00012328522,0.00044347154,0.0,0.0,5.3970347e-05,0.0,0.006668793
mains_gas_flag_N,0.0,0.015054395,0.119828686,0.00061466754,0.001065178,0.0013308378,0.02084307,0.004309532,0.14505626,0.0,0.003810461,0.01469889,0.026219768,0.036659643,0.0152885495,0.03895742,0.005434186,0.00037816027,0.046709385,0.0,0.019709874,0.00025761136,0.024954828,0.059238072,0.053406492,0.025525605,0.009223771,0.0073172227,0.009409529,3.0025269e-05,0.002470039,0.013648018,0.008976367,0.0005203085,0.000289344,0.0002665809,0.00035822327,0.0025502497,0.011113211,0.019005252
mains_gas_flag_Y,0.0,0.014996614,0.07494867,0.0018637093,0.0,0.0015056265,0.025409162,0.0006682036,0.011476772,0.0,0.006823804,0.019980492,0.0021532094,0.013535445,0.003530384,0.0,0.01752522,0.0009973006,0.021097321,0.0,0.09624588,0.00024590082,0.015149468,0.045363892,0.043448485,0.01914519,0.07130554,0.0017691021,0.023559447,0.056783207,0.00060058525,0.0,0.0061961757,0.00046448645,0.0003674782,0.0004998409,0.08129841,0.0034775333,0.04460311,0.004758031
floor_level_classes_ground floor,0.0,0.0,0.0,4.221502e-05,0.0,0.0,0.0,0.00040136147,0.0014918875,0.020414561,0.0,0.0,0.0,0.0,0.0011042918,0.0,0.0,7.288885e-06,0.0,0.0,0.0,0.0,0.0017723491,0.0,0.0,0.0,0.0,0.0,0.0025679031,0.0,0.0,0.0,7.903709e-05,4.410731e-05,0.0013232131,0.00021054775,0.0,0.0,0.0,0.0
floor_level_classes_low floors,0.0006212565,0.0,0.0,0.15244974,0.059998658,0.0,0.00042311565,0.016576877,0.018083593,0.037245207,0.004791669,0.02276556,0.004883211,0.0,0.0,0.0,0.00017297042,1.0343748e-06,0.0025277566,0.0,0.0004304943,0.0015914657,0.0044790437,0.0,0.0,0.0,0.00012913809,0.3159896,0.0,0.00058791565,0.00010248242,0.0,0.00013834784,0.00017580282,0.0031638413,0.0065569347,0.0,0.00070454506,0.00089909206,0.0007154843
floor_level_classes_mid floors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021883466,0.0,0.0002495592,0.0002475775,0.0,0.0,0.0,0.00045260045,0.017043043,0.003692157,0.0,0.0004651627,0.0,0.0,7.81881e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003408727,0.004368367,0.011838827
floor_level_classes_top floors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5057484e-05,0.0044721807,0.0,0.0,0.0,0.00017250277,0.0,0.0,0.0,0.0,0.0,0.007705362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat_top_storey_N,0.0034356483,0.0,0.0,2.8147884e-05,0.0,0.010485968,0.014833178,0.009715436,0.0036689085,0.0005325753,0.044859238,0.00021709116,0.00489696,0.0,0.0,0.018213673,0.0,0.0,0.0016401935,0.0,0.0,0.0023347074,0.0006705886,0.0,0.0,0.0,0.0,0.0,0.0051767672,0.0020798782,0.002924145,0.016900718,0.00014548778,0.0002537418,0.0002864176,0.17600025,0.0,0.00057661405,0.0,0.0010711831
flat_top_storey_Y,0.0009547003,0.0,0.0,0.015724655,0.0,0.038165063,0.0018906693,0.0019446632,0.00034065888,0.0041733445,0.008108559,0.022836968,0.19344737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030311017,0.0006755215,0.00097573217,0.0034941875,0.00024610883,0.00028634592,0.00042261885,0.0077518374,0.0,0.00069283455,0.0,0.0005260431
glazed_type_double glazing installed before 2002,0.026568573,0.0040089306,0.0,0.008939012,0.0108321,0.34979272,0.001955318,0.0015415049,0.0023746367,0.03250908,0.00094721577,0.0066969194,0.0035362998,0.0003086421,0.0095467605,0.028067539,5.7447523e-05,5.714267e-05,0.004399087,0.0045336536,0.0004742412,0.0008557864,7.542877e-05,0.000345663,0.0037281613,0.021114556,0.0077255173,0.0,0.0017888919,3.8008515e-05,0.0016063744,0.0,0.0011326219,0.00018261198,0.0006992002,0.0029097644,0.00039768303,0.0008849675,0.0056496593,0.005835766
glazed_type_double glazing installed during or after 2002,0.010118408,0.0007390949,0.0073546376,5.5027587e-05,0.00046520913,0.028384967,0.0010081861,0.028800001,0.0012153178,0.0,0.03411993,0.008028329,0.0068985587,0.00012009042,0.008793919,0.014328436,6.777528e-05,0.0,0.009441077,0.032721113,0.0019169284,0.0023414977,0.0017494023,0.00042302784,0.0066469363,0.006235261,8.048763e-05,1.381814e-05,0.005021945,0.00017154648,0.0,0.0,0.0,0.00046871664,0.00090066995,0.003874463,0.00010823027,0.003725001,0.008278211,0.00014530972
"glazed_type_double glazing, unknown install date",0.06054786,0.008898478,0.00025422187,0.040350553,0.013898312,0.029976794,0.006423196,0.0041816933,0.0032781288,0.00062540814,0.05196401,0.04807663,0.009290732,0.0004743467,0.0040043606,0.017081836,0.0002354524,0.0,0.0,0.013822062,9.502018e-05,0.0017248075,0.002325018,0.0006714528,0.010144332,0.01311697,0.0017332402,0.0,0.0017823108,2.612899e-05,0.0017559753,0.0,0.0012345281,0.00039323096,0.0018976036,0.00030054845,8.82686e-05,0.0047868467,0.0024758896,0.0059610372
glazed_type_single glazing,0.0,0.0,0.0,0.0,0.0,0.0,0.0005428486,0.0,0.0,0.0,0.0011571968,0.0025928086,0.0,0.0,0.0008958951,0.0,0.0,0.0,0.000544907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.751127e-05,0.0,0.0,7.656702e-05,0.0025307103,0.0,0.00052258477,0.0001185581,0.0,4.060234e-05,0.0,0.0003613633,0.00032940623,0.0011795608
glazed_type_triple glazing,8.724774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006872598,0.0,0.0011435369,0.0,0.0,0.0,0.00039543182,0.0,0.0,0.0,0.0,0.0004605289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014831989,0.00054179016,0.0,0.0,7.479795e-05,0.0,0.0
glazed_area_Less Than Typical,0.0,0.0,0.0,0.0,6.473956e-05,0.0,0.0,0.0,0.0032812944,0.0,0.00055266666,0.0,0.00025908856,0.0,0.0017575045,0.0064977086,0.0,0.0,0.0,0.00095145707,0.0,0.0,1.9249399e-05,0.0,0.0,0.0,8.7089036e-05,0.0,0.0,6.497601e-05,0.0008140286,0.0,0.0003350838,0.00019347647,0.0,0.00019315712,0.00017012563,0.0,9.1467686e-05,0.0
glazed_area_More Than Typical,0.0035323035,0.0,0.0,0.00014147267,0.00038891908,0.0,0.0026644957,0.0,0.0022952456,0.0,0.0,0.0012330405,0.00017954783,0.0001915481,9.84007e-05,0.0054488447,0.0,0.0,0.0,0.005840535,0.0,0.0,0.0,0.0,0.0,0.0,1.1172381e-05,0.0,0.0010739401,1.4570109e-05,0.0,0.0066951015,0.0019509199,0.00017133333,0.0,0.0,0.00014966115,3.349162e-06,0.0006791204,0.0035169108
glazed_area_Much Less Than Typical,6.9658876e-05,0.0,7.343353e-05,0.0,0.00032713276,0.00019087891,0.0,0.00044010833,0.0011717859,0.0,0.011885013,0.00027844327,0.00038156,0.0,0.00221407,0.0,0.0,0.0,0.0,0.0020385154,0.0,0.0,0.0,0.0,0.0,0.0,2.1128046e-05,0.0,0.0,0.0,0.0010629644,0.0047908705,0.00015042922,9.990335e-05,0.00071720674,4.6961388e-05,0.00014862113,0.0015371344,0.0,0.0039524357
glazed_area_Much More Than Typical,0.0,0.0004934215,4.103136e-05,2.734603e-05,0.0,0.00014137149,0.0068625323,0.002089466,0.00031254746,0.0,0.0013818756,0.0,0.00023040315,0.0,0.00061907084,0.0,0.0,0.0,0.0007451215,0.0,0.0,0.0,0.0,0.00071229396,0.0010540361,0.0,0.0,0.0,0.0,0.0,0.00031512976,0.0018464583,0.0014762328,0.0,0.0,0.0,1.0561105e-05,0.00849371,0.0,0.0
glazed_area_Normal,0.0018046873,0.0,0.0,0.00011372129,0.00046435194,0.00012172525,0.004832261,0.0053323065,0.0029822702,0.0,0.0,0.0017854652,0.00023897384,0.00022847523,0.0013896985,0.011392521,0.0,0.0,0.0,0.0077715307,9.796177e-07,0.0013778763,0.0006354115,0.0005748868,0.0,0.0,6.1811596e-05,0.0,0.001665585,0.0,0.00074049423,0.0072063524,0.0011246417,0.0,0.00021181763,9.505489e-05,0.0001910563,0.0074878014,6.3802065e-05,0.010151777
