,Insulate hot water cylinder with 80 mm jacket,Increase hot water cylinder insulation,Add additional 80 mm jacket to hot water cylinder,Hot water cylinder thermostat,Increase loft insulation to 270 mm,Cavity wall insulation,50 mm internal or external wall insulation,Replace single glazed windows with low-E double glazing,Secondary glazing to single glazed windows,Draughtproof single-glazed windows,Upgrade heating controls,Time and temperature zone control,Solar water heating,Replace boiler with new condensing boiler,Replace boiler with biomass boiler,Wood pellet stove with boiler and radiators,Fan assisted storage heaters and dual immersion cylinder,Fan assisted storage heaters,Replacement warm air unit,Change heating to gas condensing boiler,Condensing oil boiler with radiators,Fan-assisted storage heaters,"Solar photovoltaic panels, 2.5 kWp",Low energy lighting for all fixed outlets,Replace heating unit with condensing unit,Install condensing boiler,Change room heaters to condensing boiler,Wind turbine,Flat roof insulation,Room-in-roof insulation,Floor insulation,High performance external doors,Heat recovery system for mixer showers,Flue gas heat recovery device in conjunction with boiler,Replacement glazing units,Suspended floor insulation,Solid floor insulation,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,Party wall insulation
"mainheatcont_description_Programmer, room thermostat and TRVs",0.0,0.0,0.0,0.00024515204,0.0009885419,0.00065590563,0.014174824,0.0107909655,0.0015782343,1.631934e-05,0.0024839863,0.002607712,0.0002544763,0.0,0.00555095,0.023056287,0.009266743,0.0006367963,0.0,0.016746039,3.0146737e-05,0.0,0.0,0.0,0.0,0.019277949,0.03559535,1.6359796e-05,0.020643417,0.35123152,0.00281633,0.021499934,0.00039018382,0.00015043434,0.0009190361,0.13312836,0.0054925582,0.0,0.003935096,0.0013181658
mainheatcont_description_Room thermostat only,0.0239696,0.0,0.0,0.0,0.0,0.0,0.0,0.00043605565,0.0003700652,0.0,0.0,0.0,0.0,0.0,0.001384229,0.0035196675,0.0,0.0,0.00023132263,0.0,0.0,0.0018562801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012005719,0.00063015067,0.0,0.0,0.0,4.8801732e-05,0.0,0.00015815318,0.00045298968,0.0,0.0012514138
mainheatcont_description_Room thermostats only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036017946,2.8290791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mainheatcont_description_TRVs and bypass,0.0,0.0,0.0,0.0,0.00010443241,8.19316e-05,0.000243392,0.0011558617,0.002691345,0.0,0.002168419,0.0,0.0,0.0,0.029723616,0.0,0.0,0.0,0.0,0.0,3.6713947e-05,0.0,0.0,0.0,0.0,0.0027445639,0.00037582355,0.0,0.0,0.008299589,0.0011578792,0.0,0.0,0.0,0.00040935253,8.114464e-06,0.00027678654,0.00044596972,0.0,0.0
mainheatcont_description_Time and temperature zone control,0.0016487385,0.0,0.0,0.0001835179,0.0,0.0005854505,0.0,0.0014478688,0.0,0.0,0.0,7.708721e-05,0.0003577439,0.0,0.00020782638,0.0,0.00010407959,3.3625738e-06,8.7770255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013017676,2.0450278e-05,0.037633497,0.011304548,0.0010058674,0.001566226,3.4845467e-05,0.00024680307,9.5545474e-05,0.0057840995,0.0,0.0,0.0,0.0
mainheatcont_description_other,0.008208297,0.0,8.947573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013103921,0.0,9.813948e-05,0.0,0.0,0.0,0.0,0.009641331,0.0001680835,0.0,0.0,0.0,0.0,0.0,0.00013303744,7.252048e-05
main_fuel_LPG,0.0029984228,0.0,0.0,0.0,0.0,0.0,0.07086024,0.009188258,0.01729122,0.0,0.0002192067,0.0003858205,0.017846696,7.139821e-05,0.0012612419,0.0,0.0013611878,0.0,0.0,0.0,0.00019966545,4.024522e-05,0.0,0.0,0.0,0.0,0.0023526994,0.0,0.0,0.0017523767,0.0,0.0,0.0,0.00012229999,0.0002484106,0.0,0.0021989297,0.0,8.6805325e-05,0.0022526458
main_fuel_coal,0.0,0.0,0.0,0.0,0.0003083112,0.0014288365,0.0,0.0,0.0,0.0,0.00049426634,0.00022389297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049276464,0.0,0.0,0.00010695376,0.30227995,0.07948062,0.0,0.0,0.0,0.0,0.0005786189,0.0,0.0,4.502471e-05,0.0,3.4688783e-05,0.0011780346,0.00074724684,0.0012095656,0.0058239875
main_fuel_dual fuel - mineral + wood,0.0,0.0,0.001960769,0.0,0.0,0.0,0.0,0.0008176806,0.017662125,0.0,0.0044570905,0.0,0.003691492,0.011322914,0.0,0.0,0.0,0.0,0.0,0.0130289905,0.0028929645,0.0,0.0,0.0068950164,0.0,0.0,0.0,0.0,0.0,0.0003912866,0.0004422166,0.0,0.0,0.00011759682,0.0,0.00015182156,0.0006669048,0.0015913403,0.0,0.006481716
main_fuel_electricity,0.017492738,0.28838995,0.040665206,3.0394509e-05,0.0,0.00042475923,0.0,0.22044605,0.01904413,0.0,0.0,0.0,0.00231377,0.0006645422,0.0,0.0,0.00015740437,0.0,0.000767898,0.0,0.17039919,0.0,0.0,0.037235595,0.0,0.0,0.0075772386,0.0,0.010737731,0.026123434,0.00057514623,0.008048162,0.00018034868,0.0001652849,0.00024194704,0.0,0.018504705,0.0014865263,0.0045190253,0.007635483
main_fuel_electricity (community),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018199983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main_fuel_mains gas,0.0018264557,0.0,0.0,0.0010365987,0.00073130074,0.00067579764,0.0011904094,0.004807419,0.16893728,5.3679987e-06,0.018095713,0.018239059,0.0052111875,0.084045045,0.0038018567,0.0046462845,0.01525087,0.0009010082,0.0,0.0002267756,0.013592173,0.0,0.0,0.016190555,0.0,0.0,0.019729136,0.0071228277,0.0,0.0005863259,0.0022530884,0.012845381,0.0022723966,0.00058247126,0.00052522606,0.0025320747,0.1595377,0.01843068,0.05427962,0.08899822
main_fuel_mains gas (community),0.0,0.0,0.0,0.0,0.0,0.00041669194,0.0,0.020126846,0.0,0.0,0.0,0.00020412522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14646953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034325537,0.01190193,0.00011498512,0.00028526422,0.0,0.0020530496,0.0,0.0047729188,0.008391982,0.01590792
main_fuel_no heating/hot-water system,0.0,0.002670931,0.00041267002,0.0,0.0,0.0,0.017895626,0.0,0.0008648592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00059574493,0.0,0.0,0.0,0.045960262,0.0,0.0,0.0213155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034120394,0.0,0.0,0.0,0.0
main_fuel_oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035044772,0.03895234,0.0,0.0033034892,7.758317e-05,0.18015671,0.0,0.15492156,0.0,0.0,0.0,0.0,0.028073106,0.004462002,0.0,0.0,0.0,0.017490841,0.0,0.032324757,0.0,0.00028913116,0.0040618433,0.00042705177,0.004215257,0.0004757186,0.0,0.0,7.841223e-05,0.018355012,0.00076932344,0.0029774334,0.028837243
main_fuel_pellets,0.0,0.0,0.0,0.0,6.886818e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00050918
main_fuel_wood,0.0,0.0,0.0,0.0,0.0014103968,9.194737e-05,0.0,0.0015402064,0.008990273,0.0,0.0002171513,0.0,0.0028691893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003450141,0.0,0.0,0.000115867595,0.0,0.0,0.0,0.0,0.0,0.0,0.00037120684,0.003921403,0.0,9.735143e-05,0.0,0.00016275658,0.00090665923,0.0008123528,0.0011498319,0.0026228642
heat_loss_corridor_heated corridor,0.054613702,0.0048115463,0.0,5.192866e-05,0.0,0.030667437,0.0,0.015847657,0.00917943,0.0,0.0,0.00041579618,0.0,0.0,0.0,0.011333418,0.0,4.1450276e-06,0.00765388,0.0,0.0027221134,0.0,0.009187202,0.019517083,0.0,0.0,0.0003807105,0.0,0.0,1.2576817e-05,0.0007361815,0.013564022,0.0,0.00014510765,0.0005919925,0.0014144558,0.0002739051,0.001610752,0.0015603345,0.013782854
heat_loss_corridor_no corridor,0.0,0.0,0.0006934978,6.214893e-05,0.000256468,0.0009217331,0.0037482088,0.0035036728,0.01568576,6.247838e-05,0.00090909854,0.0009329602,0.0004126033,0.0,0.0,0.0012656515,0.0,0.042372957,0.0012373088,0.0,0.0,0.0,0.0,0.009074416,0.0,0.0,0.0,8.798478e-06,0.0058136242,0.0,0.0016022652,0.007162229,0.0018022017,0.000247298,0.0002069674,0.00058562617,0.0,0.0001200318,0.007334908,0.00084576453
heat_loss_corridor_unheated corridor,0.0,0.0,0.00035267777,5.991031e-05,0.0,0.0013435693,0.0,0.0060898946,0.021781262,0.0,0.017715309,0.0054935464,0.0,0.0,0.0,0.0,0.0,0.0,0.006763344,0.0,0.0,0.0015456504,0.008013754,0.0008153859,0.0,0.0,8.150962e-05,2.7914027e-06,0.0029698652,0.0,0.0017769404,0.010504389,4.0449795e-05,0.001612307,0.0003667069,4.6761083e-06,0.0,0.0015543977,0.00078576425,0.0038888406
solar_water_heating_flag_N,0.073128395,0.04149217,0.05110206,0.47188893,0.41337392,0.15046833,0.003955047,0.008179801,0.004008024,0.27633154,0.08986129,0.03310966,0.047060743,0.0013431943,0.0041935486,0.05003,0.013946371,0.00041680626,0.026301967,0.014552162,0.0003275501,0.008403621,0.10348961,0.020415068,0.083965115,0.019860584,0.0013910481,0.0007777384,0.0013374678,0.00026430443,0.0082880305,0.0064560426,0.0010357952,0.00028169775,0.0005482434,0.00048123923,0.002543859,0.0011764014,0.017255312,0.090730354
solar_water_heating_flag_Y,0.00015107877,0.00034795454,0.0006395661,0.0082775755,0.0074438294,0.0038636369,0.0,0.0,0.0,0.0019383249,0.0048511713,0.00075685984,0.0064694085,0.0,0.004574728,0.0026762066,0.0010022526,0.0002564918,0.008556775,0.005900418,0.0,0.0,0.0,0.0,0.0,0.012388021,0.0002483885,0.006073396,0.0,0.0,0.0,0.0,0.0,7.307346e-05,0.0,0.0,0.00022852633,1.8213974e-05,0.0,0.00015127631
"mechanical_ventilation_mechanical, extract only",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017645832,0.0,0.00012981382,0.00036854667,0.00072813046,0.0,0.0,0.0,0.0127166305,0.0,0.0,0.027710259,0.0,0.0,0.0,0.0,6.203942e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00054347236,0.0,0.0,0.00020863824,0.0,0.0,1.5871603e-06,0.00025271054,8.805261e-05,0.0
"mechanical_ventilation_mechanical, supply and extract",0.0,0.0,0.0,0.0,0.0,0.0,0.001208201,0.0007511144,0.0,0.0,0.00193744,0.0,0.0,0.0,0.012102516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.951872e-05,0.0032930833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechanical_ventilation_natural,0.0,0.0,0.0,8.84191e-05,0.0,0.0,0.0,0.0,0.00014086645,0.15323383,0.03137815,0.0,0.10219955,0.0,0.0,0.009782614,0.0017085371,0.0005504977,0.02618839,0.0,0.0073968596,0.0,0.0,0.0321504,0.0,0.0,0.0,0.0,0.0137829175,0.005390964,0.00232543,0.0,0.0041333823,0.00021188962,0.0,0.0,0.0,0.0016183794,8.086251e-05,0.0
construction_age_band_1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_England and Wales: 1900-1929,0.022415994,0.0,0.004968888,0.0013581656,0.07660964,0.00032166523,0.0013192652,0.0021222574,0.0018910406,0.0,0.03354843,0.00034723038,0.00028747946,0.00014975565,0.0013732269,0.0,8.836341e-05,0.0,0.00584197,0.0035568336,7.06236e-07,0.0,0.0,0.0,0.0019197294,0.0133653665,2.725502e-05,5.3627323e-06,0.0016206614,0.0,0.0028303568,0.008911592,0.00011652931,0.37763608,0.05395823,7.919307e-05,0.0,0.0,0.000531147,0.0011674112
construction_age_band_England and Wales: 1930-1949,0.0,0.0,4.3378317e-05,0.0124817835,0.14081834,0.0035103648,0.002439537,0.0001588163,1.2511166e-05,0.0,0.002240695,0.0,0.00033655952,0.00020467065,0.00608326,0.0,2.6388176e-05,3.2416303e-08,0.0,0.010214174,0.0,0.0,0.0,0.00028030173,0.0016842884,0.0,5.3265626e-06,3.102629e-06,0.0020272927,0.0,0.00065320806,0.0,4.4818404e-05,0.017925771,0.105651006,0.00014559415,0.00022033635,3.211794e-06,0.0011410959,0.01057906
construction_age_band_England and Wales: 1950-1966,0.0,0.00024212702,0.00018249366,0.0047727874,0.00095896353,0.015114472,0.004007942,0.0014793376,0.007981725,0.0,0.002913823,0.005837113,0.0002545674,0.0,0.0,0.0,0.0,0.00011943566,0.0,0.0067048846,4.0852952e-05,0.0006540381,0.0,0.00046994264,0.010186966,0.011311246,0.00043253868,0.0,0.0024449893,8.405199e-05,0.0016334335,0.0012297961,0.000252827,0.002582103,0.12388054,0.000265979,0.00022953839,0.00031670157,0.0056462847,0.0023067577
construction_age_band_England and Wales: 1967-1975,0.0,0.0,0.005537781,0.0014109084,0.0,0.013162612,0.0013673641,0.004986884,0.018307528,2.621964e-05,0.0060391566,0.006180586,0.00040771245,0.00012247312,0.0053702313,0.0,0.0,0.0,0.0065877545,0.20705044,0.0013416872,0.0008686421,0.0015350751,0.00015761066,0.0015879091,0.021015715,4.3344506e-05,0.0,0.00035751556,1.1438258e-05,0.0014043397,0.0015199616,0.0,0.0017304136,0.09574378,0.0007474317,0.00013239493,0.0013633182,0.003137767,0.006607353
construction_age_band_England and Wales: 1976-1982,0.00092628115,0.00035345423,0.0,0.00017058353,0.00028398642,0.00039871898,0.001989121,0.0014018189,0.001762525,5.7851146e-05,0.0009234945,0.00880336,0.00024753972,1.9327912e-05,0.0015477589,0.015931489,2.6180911e-05,0.0,0.0030939544,0.01580755,0.0,0.0021174003,0.0,0.0,0.0,0.0,3.5128885e-06,9.1159467e-07,0.0026051023,0.0,0.0,0.0,0.0,0.00025023674,0.101276554,3.4259228e-06,0.0,0.0019976783,0.0010014054,0.0009769937
construction_age_band_England and Wales: 1983-1990,0.020833371,0.0005998059,9.795452e-06,0.0001147773,0.00063008,0.009798947,0.004802863,0.00449158,0.0005987269,0.00010899716,0.022631768,0.011754557,0.00022057375,0.00011610047,0.0004146979,0.00023567557,0.0,0.0,0.0003040845,0.0011324607,0.0003403126,0.0,0.006544495,4.4101373e-05,0.0,0.0,0.0010725047,0.0,0.0011616288,0.0,0.0009988525,0.014515689,0.0002884158,0.0004993583,0.08648558,0.0008977747,0.0002700326,0.00022985616,0.0038486568,0.004383067
construction_age_band_England and Wales: 1991-1995,0.11373696,0.00010666644,0.0,8.6415304e-05,0.005084084,0.0,0.004322887,0.0039919796,0.00013796455,0.0,0.0,0.0,0.0,0.0,0.00018130698,0.0041598356,0.0,0.0,0.0034987766,0.0037651837,0.0,0.0,0.0,0.00013735816,0.0,0.0,0.00032681663,0.0,0.0,0.0,0.0,0.0068151667,0.0,0.0,0.06968388,0.00078884047,0.0014008997,0.0030376164,0.005477358,0.0010528137
construction_age_band_England and Wales: 1996-2002,0.021078546,0.0,0.0034563157,0.013825736,0.0,0.0072718584,0.0054504983,0.008493036,0.0002428093,0.0,0.026765913,0.0,0.0001426771,0.0,0.005026065,0.14811394,0.00026219033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02760833,0.0,0.002114826,4.6258588e-06,0.0021206252,0.0073016756,0.0003131671,0.0,0.062147133,0.0013155141,0.0,0.0,0.0,0.022424042
construction_age_band_England and Wales: 2003-2006,0.0,0.0,0.0068354653,0.018787442,0.0,0.0,0.0011925664,0.024338214,0.00037883615,0.015746787,0.021820871,0.0063269096,0.00016525341,0.0,0.01368722,0.070950136,0.0007492325,3.0751976e-06,0.008155972,0.0,0.002327077,0.0,0.007811515,0.0027194382,0.0,0.0,0.001778306,0.0,0.003262781,0.0,0.0,0.007180625,0.00024291268,0.0,0.06954949,0.006702982,0.004389833,0.010047788,0.0,0.0048865923
construction_age_band_England and Wales: 2007 onwards,0.00052495877,0.0,0.0,0.002305839,0.0,0.0,0.0,0.007355512,0.0049293293,0.013273234,0.0,0.018477267,0.00023443939,0.0,0.0,0.00012372968,0.00050298974,2.6301355e-05,0.00441195,0.0,0.0,0.0,0.0,0.004404346,0.0,0.0,0.0014482016,3.8759463e-06,0.0057744924,0.00026056444,0.0,0.0,0.0,0.0,0.0,0.003291246,0.0,0.00010083768,0.0,0.0027383298
construction_age_band_England and Wales: 2007-2011,0.0024762312,0.0002481367,0.0,0.0,0.0,0.0,0.0,0.02175178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00077847403,0.0,0.008513579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_England and Wales: 2012 onwards,0.0,0.0010373591,0.0,0.0,0.0,0.0,0.0,0.0070581436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007056701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
construction_age_band_England and Wales: before 1900,0.02277754,0.0,0.007616394,7.841678e-05,0.028212534,0.0,0.0026235094,0.0050919834,0.0022951062,0.0,0.03798224,0.011787032,0.0029400731,0.0005866972,0.028072448,0.0,0.00027806158,3.0043322e-05,0.0011747079,0.068193346,0.0,0.0,0.0012951618,0.0031169038,0.01499308,0.015047227,0.0007288049,3.8383337e-06,0.0010229796,0.0,0.0028234473,0.0394846,0.0012853222,0.5661022,0.06577367,0.0021146883,0.00021447385,0.00031523744,0.00076613034,0.0005873366
tenure_owner-occupied,0.030174943,0.0,0.0003986482,0.0005296822,0.0043420633,0.0003502995,0.0033222977,0.001652452,0.00080103666,0.020762041,0.0028945082,0.01606658,0.00016933796,0.0,0.013462249,0.0025698107,0.00024355167,0.00058953295,0.0,0.0,0.0,0.0025827815,0.0,0.00013356715,0.0074184462,0.01861554,0.00017965645,0.0,0.0024351974,3.2544376e-05,0.002280631,0.013979229,0.00028961085,8.034942e-05,0.0057563656,0.0029583678,0.0011201501,0.0010380265,0.0012009311,0.002111452
tenure_rental (private),0.0013879745,0.00013929632,0.00022133104,2.4321871e-05,7.533685e-05,7.507698e-05,0.0039476156,0.008210621,0.00045825122,0.0,0.0014362696,0.004601186,0.0,0.0,0.007369139,0.02232651,2.1226877e-05,4.116281e-05,0.0,0.007834389,0.0002396262,0.0016027369,0.0008502364,0.00013566403,0.00068769814,0.005868774,0.00015531968,0.0,0.001566299,6.117723e-05,0.0006772569,0.006806602,7.616271e-05,8.769598e-05,0.0030342143,6.485033e-05,0.0,0.0009181065,0.00033244136,0.0022566912
tenure_rental (social),0.0841439,0.0,0.00034039732,0.0014821533,0.028720155,0.007995524,0.0,0.012569628,0.018683882,0.02906322,0.008265376,0.0049104504,0.0002613186,0.0,0.019624919,0.021084864,0.0030150956,0.0009924582,0.0041620075,0.0,0.0,0.005855098,0.0045515904,0.0020433224,0.0,0.018438635,0.00048355924,1.3737472e-05,0.0016860117,6.9976966e-05,0.0065997597,0.013979905,0.0013681398,0.0005840527,0.012556224,0.008519963,0.00128599,0.0017813627,0.029160343,0.005877623
